               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.085384,            0.014325,            0.030468,           0.0002104,             0.17202,           0.0012244,          0.00026704,            0.076218,           0.0061048,            0.025187,            0.070048,            0.003328,            0.003328
                   1,            0.071788,            0.011013,            0.023141,           0.0016246,             0.55954,            0.013914,           0.0039185,            0.069612,            0.005916,            0.021199,            0.040022,            0.006635,            0.006635
                   2,            0.067782,            0.010252,            0.020193,             0.51367,              0.1055,             0.02015,           0.0055185,            0.067814,           0.0057706,            0.018294,           0.0099688,           0.0099155,           0.0099155
                   3,            0.067652,           0.0092103,            0.021307,             0.78196,            0.041284,            0.027153,            0.006343,            0.067714,           0.0057443,            0.016931,           0.0098812,           0.0098812,           0.0098812
                   4,             0.06641,           0.0095524,            0.019784,             0.76255,            0.071101,            0.044182,            0.012632,            0.068298,           0.0055946,            0.017216,           0.0098812,           0.0098812,           0.0098812
                   5,            0.065185,           0.0089443,             0.01962,             0.77745,            0.075807,             0.05625,            0.013335,            0.065235,           0.0055051,            0.015334,           0.0098416,           0.0098416,           0.0098416
                   6,            0.063707,           0.0089152,            0.018842,              0.7805,            0.043578,            0.026583,           0.0065627,            0.067305,           0.0056652,            0.018562,            0.009802,            0.009802,            0.009802
                   7,            0.063288,           0.0090042,            0.019233,             0.80754,             0.06422,            0.047783,            0.013096,            0.063047,           0.0054805,            0.015276,           0.0097624,           0.0097624,           0.0097624
                   8,            0.062398,           0.0091053,            0.018045,             0.53141,            0.091743,            0.057934,            0.019664,            0.062418,           0.0055902,            0.016518,           0.0097228,           0.0097228,           0.0097228
                   9,            0.061037,           0.0089602,            0.017733,              0.7858,              0.1055,            0.053903,            0.014159,            0.062377,           0.0054564,             0.01508,           0.0096832,           0.0096832,           0.0096832
                  10,            0.059863,           0.0091432,            0.016595,             0.52736,            0.090834,            0.068909,            0.017158,            0.062661,           0.0056017,            0.015108,           0.0096436,           0.0096436,           0.0096436
                  11,            0.060309,           0.0088013,            0.016881,             0.78868,             0.11239,            0.060755,            0.017751,            0.061471,           0.0053395,            0.014455,            0.009604,            0.009604,            0.009604
                  12,            0.058835,           0.0086565,            0.017485,             0.33682,             0.12545,            0.083806,            0.022486,            0.062518,            0.005209,             0.01368,           0.0095644,           0.0095644,           0.0095644
                  13,            0.059861,           0.0086008,            0.015996,            0.093494,             0.21841,             0.08364,            0.024017,            0.062415,           0.0050026,            0.014226,           0.0095248,           0.0095248,           0.0095248
                  14,            0.057025,           0.0084611,            0.015477,            0.062834,             0.22666,             0.11108,            0.031796,            0.057397,           0.0051668,            0.013239,           0.0094852,           0.0094852,           0.0094852
                  15,            0.055938,           0.0086255,            0.016418,            0.096088,             0.22669,             0.11667,            0.035824,            0.058559,           0.0051386,            0.012226,           0.0094456,           0.0094456,           0.0094456
                  16,            0.055998,           0.0089653,               0.015,             0.35273,              0.1905,             0.11559,            0.029186,            0.058404,           0.0051477,            0.012218,            0.009406,            0.009406,            0.009406
                  17,            0.055626,           0.0086945,            0.015301,             0.39141,             0.22818,             0.15418,            0.042099,            0.058831,            0.005118,            0.012147,           0.0093664,           0.0093664,           0.0093664
                  18,             0.05652,            0.008725,            0.014197,             0.36021,             0.25111,             0.10836,            0.030297,            0.058232,           0.0052099,            0.014031,           0.0093268,           0.0093268,           0.0093268
                  19,            0.054672,           0.0085147,            0.014642,             0.35423,             0.22491,             0.15666,            0.045541,            0.057253,           0.0050514,            0.011033,           0.0092872,           0.0092872,           0.0092872
                  20,            0.053963,           0.0081193,            0.014405,             0.15251,             0.23406,             0.14209,            0.038922,            0.058042,           0.0049927,            0.012964,           0.0092476,           0.0092476,           0.0092476
                  21,            0.053902,           0.0084712,            0.013126,             0.65439,             0.21668,             0.13464,            0.037768,            0.058702,           0.0050012,            0.013329,            0.009208,            0.009208,            0.009208
                  22,            0.053335,            0.008463,            0.013504,             0.38335,             0.19603,             0.15824,            0.047026,            0.059681,           0.0050688,             0.01192,           0.0091684,           0.0091684,           0.0091684
                  23,              0.0546,           0.0083835,            0.013368,             0.38804,             0.23994,             0.12087,            0.034246,            0.057709,           0.0049692,            0.011421,           0.0091288,           0.0091288,           0.0091288
                  24,            0.052124,           0.0082607,            0.012878,             0.08336,             0.22571,             0.10793,            0.031724,            0.057645,           0.0050212,            0.013608,           0.0090892,           0.0090892,           0.0090892
                  25,            0.053398,           0.0083639,            0.012865,             0.63254,             0.15745,             0.13098,            0.032641,            0.057828,           0.0050487,            0.013451,           0.0090496,           0.0090496,           0.0090496
                  26,            0.053597,            0.008451,            0.013052,             0.62641,             0.19698,             0.14356,            0.046732,            0.058454,           0.0050378,            0.013184,             0.00901,             0.00901,             0.00901
                  27,            0.053767,           0.0086833,            0.013612,             0.36237,             0.23455,             0.15658,            0.048013,            0.057293,           0.0049781,             0.01254,           0.0089704,           0.0089704,           0.0089704
                  28,            0.053329,           0.0082191,            0.013446,             0.36007,             0.21537,             0.11284,            0.035017,            0.059689,           0.0049454,            0.013935,           0.0089308,           0.0089308,           0.0089308
                  29,            0.052915,           0.0082579,            0.012375,              0.3812,             0.18227,             0.13661,            0.040045,            0.056011,           0.0050331,            0.011245,           0.0088912,           0.0088912,           0.0088912
                  30,            0.050907,           0.0077404,            0.011378,             0.13173,             0.32385,             0.14051,             0.03505,            0.056843,           0.0050466,            0.011427,           0.0088516,           0.0088516,           0.0088516
                  31,            0.051077,           0.0078784,             0.01196,             0.41246,              0.2266,             0.15619,            0.051911,            0.056635,           0.0049722,            0.011163,            0.008812,            0.008812,            0.008812
                  32,            0.052855,           0.0083032,            0.012972,             0.11051,             0.24143,             0.13678,            0.045208,            0.055884,           0.0049552,            0.012162,           0.0087724,           0.0087724,           0.0087724
                  33,             0.05189,           0.0080461,            0.012373,             0.17279,             0.34618,             0.15186,            0.043606,            0.055882,           0.0049765,           0.0097568,           0.0087328,           0.0087328,           0.0087328
                  34,            0.050887,            0.008355,            0.012387,             0.63369,             0.18915,             0.16212,            0.056777,            0.057319,           0.0050984,            0.011952,           0.0086932,           0.0086932,           0.0086932
                  35,            0.052563,           0.0083204,            0.011649,             0.24405,             0.24707,             0.18643,            0.055283,            0.056745,            0.005023,            0.011455,           0.0086536,           0.0086536,           0.0086536
                  36,            0.051558,           0.0080483,             0.01176,              0.7582,              0.1731,             0.19928,            0.066043,            0.055651,           0.0052067,            0.011292,            0.008614,            0.008614,            0.008614
                  37,            0.049604,           0.0081109,            0.010324,             0.35524,             0.26934,             0.19102,            0.062141,            0.055327,           0.0049343,            0.011238,           0.0085744,           0.0085744,           0.0085744
                  38,            0.050252,           0.0082351,            0.011398,             0.43106,             0.23404,             0.18368,            0.060207,            0.056505,           0.0049692,            0.011188,           0.0085348,           0.0085348,           0.0085348
                  39,             0.05122,           0.0082279,            0.011402,             0.19085,             0.27193,             0.15719,            0.047727,            0.054892,           0.0049223,            0.011734,           0.0084952,           0.0084952,           0.0084952
                  40,            0.050555,           0.0082829,            0.010722,             0.30339,             0.25515,             0.18048,            0.054684,            0.055511,           0.0049124,            0.012773,           0.0084556,           0.0084556,           0.0084556
                  41,            0.050103,           0.0081218,            0.011267,             0.41248,             0.19833,             0.18728,            0.061365,            0.055875,           0.0050558,            0.011706,            0.008416,            0.008416,            0.008416
                  42,            0.049903,            0.007919,            0.010418,             0.18189,             0.30864,             0.19719,            0.068055,             0.05473,           0.0048777,            0.012537,           0.0083764,           0.0083764,           0.0083764
                  43,            0.050708,           0.0084264,            0.011107,             0.46482,             0.19984,             0.19627,            0.055501,            0.056286,           0.0048144,             0.01369,           0.0083368,           0.0083368,           0.0083368
                  44,            0.048765,           0.0077869,           0.0098751,             0.18203,             0.33916,             0.17762,            0.055738,            0.054897,            0.004844,            0.010745,           0.0082972,           0.0082972,           0.0082972
                  45,            0.049023,           0.0080357,            0.010566,              0.1697,             0.28579,              0.1752,            0.053704,            0.055495,           0.0048836,            0.012376,           0.0082576,           0.0082576,           0.0082576
                  46,             0.04809,            0.008216,             0.01054,             0.17177,             0.19876,             0.14997,            0.046711,             0.05515,           0.0049271,            0.012764,            0.008218,            0.008218,            0.008218
                  47,            0.048885,           0.0080798,           0.0099409,             0.18681,             0.30521,             0.19543,            0.068589,             0.05555,           0.0048764,            0.012781,           0.0081784,           0.0081784,           0.0081784
                  48,            0.049405,           0.0080306,            0.010371,             0.43825,             0.24882,             0.17687,            0.062461,            0.055085,           0.0049562,            0.010876,           0.0081388,           0.0081388,           0.0081388
                  49,             0.04872,           0.0083154,            0.010206,             0.21807,             0.30302,             0.24058,            0.079453,            0.055263,           0.0049466,            0.012301,           0.0080992,           0.0080992,           0.0080992
                  50,            0.047867,           0.0077356,           0.0099026,             0.20066,             0.36289,             0.18954,            0.058684,            0.056042,           0.0048899,            0.011599,           0.0080596,           0.0080596,           0.0080596
